functional_test.go:974: 437500, 131945, -69.84%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 437500, 289061, -33.93%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 94005, -49.86%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 18388, -50.97%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 9237, -50.74%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 180935, -58.64%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 91337, -51.29%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 16843, -55.09%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 8903, -52.52%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 289257, -33.88%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 111602, -40.48%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 15758, -57.98%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 8857, -52.76%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 180064, -58.84%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 94424, -49.64%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 12231, -67.38%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 9355, -50.11%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 192107, -56.09%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 111047, -40.77%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 23631, -36.98%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 8403, -55.18%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 169658, -61.22%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 82190, -56.17%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 15678, -58.19%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 9340, -50.19%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 139159, -68.19%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 98044, -47.71%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 23718, -36.75%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 9320, -50.29%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 104602, -76.09%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 110713, -40.95%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 16895, -54.95%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 8270, -55.89%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 92262, -78.91%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 110971, -40.82%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 12132, -67.65%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 8817, -52.98%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 288122, -34.14%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 110501, -41.07%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 21930, -41.52%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 8879, -52.65%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 119834, -72.61%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 94400, -49.65%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 18169, -51.55%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 9285, -50.48%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 163203, -62.70%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 110683, -40.97%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 18177, -51.53%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 8362, -55.40%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 289639, -33.80%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 110794, -40.91%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 15390, -58.96%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 8832, -52.90%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 138549, -68.33%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 111011, -40.79%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 18170, -51.55%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 8046, -57.09%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 103801, -76.27%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 110867, -40.87%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 16811, -55.17%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 8186, -56.34%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 237968, -45.61%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 94785, -49.45%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 23741, -36.69%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 9001, -51.99%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 104245, -76.17%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 110484, -41.08%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 16983, -54.71%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 8289, -55.79%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 142430, -67.44%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 98491, -47.47%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 12365, -67.03%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 9326, -50.26%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 437500, 288585, -34.04%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 187500, 95074, -49.29%, 1, 1500000, 15, RESOLUTION_1920X1080, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY
functional_test.go:974: 37500, 18954, -49.46%, 1, 300000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY_LOW_RES
functional_test.go:974: 18750, 9093, -51.50%, 1, 150000, 15, RESOLUTION_640X360, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_SECONDARY_LOW_RES
functional_test.go:974: 125000, 79569, -36.34%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 111182, 18.59%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 297714, 138.17%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 82346, -12.16%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 117393, -6.09%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 61228, -34.69%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 87196, -30.24%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60013, -35.99%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 113942, -8.85%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60319, -35.66%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 113037, -9.57%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59367, -36.68%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 113541, -9.17%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59096, -36.96%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 83509, -33.19%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59193, -36.86%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 84430, -32.46%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59671, -36.35%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 84060, -32.75%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59093, -36.97%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 115185, -7.85%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59737, -36.28%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 120481, -3.62%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60019, -35.98%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 120628, -3.50%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59923, -36.08%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 87674, -29.86%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59690, -36.33%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 120634, -3.49%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 58833, -37.24%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 115085, -7.93%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59218, -36.83%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 84097, -32.72%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59619, -36.41%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 121505, -2.80%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59801, -36.21%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 84341, -32.53%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59853, -36.16%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 112431, -10.06%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 58835, -37.24%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 120177, -3.86%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 58750, -37.33%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 115593, -7.53%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60316, -35.66%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 120003, -4.00%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59390, -36.65%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 112336, -10.13%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59285, -36.76%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 113713, -9.03%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59359, -36.68%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 92256, -26.20%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59075, -36.99%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 92778, -25.78%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60144, -35.85%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 119864, -4.11%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59064, -37.00%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 119655, -4.28%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 58919, -37.15%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 84159, -32.67%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59870, -36.14%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 88411, -29.27%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59499, -36.53%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 86862, -30.51%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 58947, -37.12%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 119269, -4.58%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59951, -36.05%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 120123, -3.90%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59154, -36.90%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 119561, -4.35%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59450, -36.59%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 120068, -3.95%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59739, -36.28%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 87885, -29.69%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59971, -36.03%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 88474, -29.22%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59916, -36.09%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 118801, -4.96%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59765, -36.25%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 84498, -32.40%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59965, -36.04%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 112255, -10.20%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59283, -36.76%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 84082, -32.73%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
